client_id,sessionId,deviceCategory,platform,dataSource,sessionDate,activityTime,source,medium,channelGrouping,campaign,keyword,hostname,landingPagePath,activityType,customDimension,pageview.pagePath,pageview.pageTitle
100130318.15963066,1596461936,mobile,Android,web,2020-08-03,2020-03-07T23:14:36.472859Z,google,organic,Organic Search,(not set),(not provided),weclouddata.com,/,PAGEVIEW,[{'index': 1}],/,Best Data Science and AI Courses in Canada | WeCloudData
100130318.15963066,1596423631,mobile,Android,web,2020-08-02,,,,,,,,,,,,
100130318.15963066,1596306607,mobile,Android,web,2020-08-01,2020-02-09T04:36:14.738871Z,google,organic,Organic Search,(not set),(not provided),weclouddata.com,/courses/,PAGEVIEW,[{'index': 1}],/courses/,Courses Archive - WeCloudData
1002855692.1588544,1588809993,mobile,iOS,web,2020-05-06,,,,,,,,,,,,
1002855692.1588544,1588629352,mobile,iOS,web,2020-05-04,2020-02-09T01:08:49.854196Z,google,organic,Organic Search,(not set),(not provided),weclouddata.com,/,PAGEVIEW,[{'index': 1}],/,Best Data Science and AI Courses in Canada | WeCloudData
1002855692.1588544,1588543064,mobile,iOS,web,2020-05-03,2020-01-14T15:17:17.019007Z,google,cpc,Paid Search,Full-time Bootcamp,data science course toronto,weclouddata.com,/courses/data-science-diploma/,PAGEVIEW,[{'index': 1}],/courses/data-science-diploma/,Best Data Science Training in Canada | Diploma Program | WeCloudData
1004067450.1593496,1596504409,desktop,Windows,web,2020-08-03,2020-01-14T15:07:00.978933Z,google,cpc,Paid Search,Full-time Bootcamp,data science syllabus,weclouddata.com,/courses/,PAGEVIEW,[{'index': 1}],/courses/,Courses Archive - WeCloudData
1004067450.1593496,1596478546,desktop,Windows,web,2020-08-03,2020-01-14T13:16:37.095296Z,google,cpc,Paid Search,Full-time Bootcamp,big data science training,weclouddata.com,/courses/data-science-diploma/,PAGEVIEW,[{'index': 1}],/courses/data-science-diploma/,Best Data Science Training in Canada | Diploma Program | WeCloudData
1004067450.1593496,1596395063,desktop,Windows,web,2020-08-02,,,,,,,,,,,,
1004067450.1593496,1595898051,desktop,Windows,web,2020-07-27,,,,,,,,,,,,
1004067450.1593496,1595892053,desktop,Windows,web,2020-07-27,,,,,,,,,,,,
1004067450.1593496,1595798334,desktop,Windows,web,2020-07-26,2020-01-03T02:01:19.470314Z,google,organic,Organic Search,(not set),(not provided),weclouddata.com,/,PAGEVIEW,[{'index': 1}],/,Best Data Scinece and AI Courses in Canada | WeCloudData
1004067450.1593496,1595792870,desktop,Windows,web,2020-07-26,,,,,,,,,,,,
1004067450.1593496,1595776712,desktop,Windows,web,2020-07-26,2020-04-14T20:59:09.163883Z,google,organic,Organic Search,(not set),(not provided),weclouddata.com,/courses/programming-for-data-engineers/,PAGEVIEW,[{'index': 1}],/courses/programming-for-data-engineers/,Data Engineering Training | Toronto | WeCloudData
1004067450.1593496,1593495247,desktop,Windows,web,2020-06-30,,,,,,,,,,,,
1004607784.1598428,1598859768,mobile,Android,web,2020-08-31,,,,,,,,,,,,
1004607784.1598428,1598591923,mobile,Android,web,2020-08-28,2020-02-27T03:40:04.465273Z,l.facebook.com,referral,Social,(not set),(not set),weclouddata.com,/courses/sql-for-data-science/,PAGEVIEW,[{'index': 1}],/courses/sql-for-data-science/,SQL for Data Science - WeCloudData
1004607784.1598428,1598507091,mobile,Android,web,2020-08-27,,,,,,,,,,,,
1004607784.1598428,1598428819,mobile,Android,web,2020-08-26,,,,,,,,,,,,
1005131670.1589206,1589665796,mobile,iOS,web,2020-05-16,2020-02-11T20:26:08.568855Z,google,organic,Organic Search,(not set),(not provided),weclouddata.com,/,PAGEVIEW,[{'index': 1}],/,Best Data Science and AI Courses in Canada | WeCloudData
1005131670.1589206,1589515921,mobile,iOS,web,2020-05-15,,,,,,,,,,,,
1005131670.1589206,1589209614,mobile,iOS,web,2020-05-11,2020-02-11T03:48:22.633909Z,google,organic,Organic Search,(not set),(not provided),weclouddata.com,/courses/data-science-diploma/,PAGEVIEW,[{'index': 1}],/courses/data-science-diploma/,Best Data Science Training in Canada | Diploma Program | WeCloudData
1005131670.1589206,1589206199,mobile,iOS,web,2020-05-11,,,,,,,,,,,,
100529159.15936184,1596918842,mobile,Android,web,2020-08-08,,,,,,,,,,,,
100529159.15936184,1596915281,mobile,Android,web,2020-08-08,2020-04-04T13:36:23.697233Z,google,cpc,Display,pt_dsf_Python,(content targeting),weclouddata.com,/courses/python-foundations/,PAGEVIEW,[{'index': 1}],/courses/python-foundations/,Python Foundations - Online Live Classroom - WeCloudData
100529159.15936184,1593734014,mobile,Android,web,2020-07-02,2020-04-04T13:34:48.218446Z,google,cpc,Display,pt_dsf_Python,(content targeting),weclouddata.com,/courses/python-foundations/,PAGEVIEW,[{'index': 1}],/courses/python-foundations/,Python Foundations - Online Live Classroom - WeCloudData
100529159.15936184,1593730737,mobile,Android,web,2020-07-02,2020-04-04T13:34:28.483992Z,google,cpc,Display,pt_dsf_Python,(content targeting),weclouddata.com,/courses/python-foundations/,PAGEVIEW,[{'index': 1}],/courses/python-foundations/,Python Foundations - Online Live Classroom - WeCloudData
100529159.15936184,1593618329,mobile,Android,web,2020-07-01,2020-01-27T18:15:39.779608Z,google,organic,Organic Search,(not set),(not provided),weclouddata.com,/courses/python-foundations/,PAGEVIEW,[{'index': 1}],/courses/python-foundations/,Python Foundations - WeCloudData
1009480535.1591128,1593135956,mobile,Android,web,2020-06-25,,,,,,,,,,,,
1009480535.1591128,1592111425,mobile,Android,web,2020-06-14,2020-01-10T16:24:43.436830Z,google,organic,Organic Search,(not set),(not provided),weclouddata.com,/courses/python-foundations/,PAGEVIEW,[{'index': 1}],/courses/python-foundations/,Python Foundations - WeCloudData
1009480535.1591128,1591761866,mobile,Android,web,2020-06-10,2020-01-10T14:17:56.852276Z,google,organic,Organic Search,(not set),(not provided),weclouddata.com,/courses/python-foundations/,PAGEVIEW,[{'index': 1}],/courses/python-foundations/,Python Foundations - WeCloudData
1009480535.1591128,1591657442,mobile,Android,web,2020-06-08,,,,,,,,,,,,
1009480535.1591128,1591655572,mobile,Android,web,2020-06-08,,,,,,,,,,,,
1009480535.1591128,1591129791,mobile,Android,web,2020-06-02,,,,,,,,,,,,
1011615930.1590074,1591197151,desktop,Windows,web,2020-06-03,2020-02-08T21:13:08.849442Z,(direct),(none),Direct,(not set),(not set),weclouddata.com,/,PAGEVIEW,[{'index': 1}],/,Best Data Science and AI Courses in Canada | WeCloudData
1011615930.1590074,1591108915,desktop,Windows,web,2020-06-02,,,,,,,,,,,,
1011615930.1590074,1591103591,desktop,Windows,web,2020-06-02,2020-02-04T22:14:26.892548Z,(direct),(none),Direct,(not set),(not set),weclouddata.com,/,PAGEVIEW,[{'index': 1}],/,Best Data Science and AI Courses in Canada | WeCloudData
1011615930.1590074,1590604171,desktop,Windows,web,2020-05-27,,,,,,,,,,,,
1011615930.1590074,1590534702,desktop,Windows,web,2020-05-26,2020-04-21T19:22:49.053063Z,(direct),(none),Direct,(not set),(not set),weclouddata.com,/,PAGEVIEW,[{'index': 1}],/,Best Data Science and AI Courses in Canada | WeCloudData
1011615930.1590074,1590074862,desktop,Windows,web,2020-05-21,,,,,,,,,,,,
1017949543.1597449,1597801378,desktop,Windows,web,2020-08-18,,,,,,,,,,,,
1017949543.1597449,1597794711,desktop,Windows,web,2020-08-18,,,,,,,,,,,,
1017949543.1597449,1597545804,desktop,Windows,web,2020-08-15,2020-03-24T22:39:31.794284Z,m.facebook.com,referral,Social,(not set),(not set),weclouddata.com,/product/online-live-introduction-to-applied-deep-learning-3/,PAGEVIEW,[{'index': 1}],/product/online-live-introduction-to-applied-deep-learning-3/,[Online Live] Introduction to Applied Deep Learning - WeCloudData
1017949543.1597449,1597454108,desktop,Windows,web,2020-08-14,,,,,,,,,,,,
1017949543.1597449,1597449675,desktop,Windows,web,2020-08-14,2020-02-24T16:56:03.139543Z,m.facebook.com,referral,Social,(not set),(not set),weclouddata.com,/790-2/?fbclid=IwAR2wcAyltB5548O_Vp7dYNy3L1UgsOOSSdQEF0oPkKWzWUx3MrgtRnaTixI,PAGEVIEW,[{'index': 1}],/790-2/?fbclid=IwAR2wcAyltB5548O_Vp7dYNy3L1UgsOOSSdQEF0oPkKWzWUx3MrgtRnaTixI,Life is Science Fiction: AI Project Teaser - by Rhys Williams - WeCloudData
1019066695.1587052,1597150663,desktop,Windows,web,2020-08-11,,,,,,,,,,,,
1019066695.1587052,1596647378,desktop,Windows,web,2020-08-05,2020-02-16T23:10:55.908611Z,m.facebook.com,referral,Social,(not set),(not set),weclouddata.com,/790-2/?fbclid=IwAR0akflD5AzqPTsMBQqW7FNZYNDrFM32wLVLSt5kEodneOkMfV5bI7nU8fs,PAGEVIEW,[{'index': 1}],/790-2/?fbclid=IwAR0akflD5AzqPTsMBQqW7FNZYNDrFM32wLVLSt5kEodneOkMfV5bI7nU8fs,Life is Science Fiction: AI Project Teaser - by Rhys Williams - WeCloudData
1019066695.1587052,1596637817,desktop,Windows,web,2020-08-05,2020-02-03T18:51:40.794842Z,google,organic,Organic Search,(not set),(not provided),weclouddata.com,/blog/,PAGEVIEW,[{'index': 1}],/blog/,Blog - WeCloudData
1019066695.1587052,1595353312,desktop,Windows,web,2020-07-21,,,,,,,,,,,,
1019066695.1587052,1592832671,desktop,Windows,web,2020-06-22,,,,,,,,,,,,
1019066695.1587052,1592235504,desktop,Windows,web,2020-06-15,,,,,,,,,,,,
1019066695.1587052,1591104693,desktop,Windows,web,2020-06-02,,,,,,,,,,,,
1019066695.1587052,1590625752,desktop,Windows,web,2020-05-27,,,,,,,,,,,,
1019066695.1587052,1589987276,desktop,Windows,web,2020-05-20,,,,,,,,,,,,
1019066695.1587052,1589920949,desktop,Windows,web,2020-05-19,,,,,,,,,,,,
1019066695.1587052,1588707735,desktop,Windows,web,2020-05-05,2020-01-18T17:23:45.730769Z,google,organic,Organic Search,(not set),(not provided),weclouddata.com,/learning-paths/,PAGEVIEW,[{'index': 1}],/learning-paths/,Learning Paths - WeCloudData
1019316245.1590772,1592634486,mobile,Android,web,2020-06-20,,,,,,,,,,,,
1019316245.1590772,1592458859,mobile,Android,web,2020-06-18,,,,,,,,,,,,
1019316245.1590772,1591119448,mobile,Android,web,2020-06-02,,,,,,,,,,,,
1019316245.1590772,1590773048,mobile,Android,web,2020-05-29,2020-01-06T15:59:57.449146Z,google,organic,Organic Search,(not set),(not provided),weclouddata.com,/learning-paths/,PAGEVIEW,[{'index': 1}],/learning-paths/,Learning Paths - WeCloudData
1020231937.1593004,1593828229,mobile,iOS,web,2020-07-03,,,,,,,,,,,,
1020231937.1593004,1593821303,mobile,iOS,web,2020-07-03,2020-02-07T02:28:50.949855Z,(direct),(none),Direct,(not set),(not set),weclouddata.com,/,PAGEVIEW,[{'index': 1}],/,Best Data Science and AI Courses in Canada | WeCloudData
1020231937.1593004,1593797057,mobile,iOS,web,2020-07-03,2020-01-12T07:58:28.508446Z,(direct),(none),Direct,(not set),(not set),weclouddata.com,/,PAGEVIEW,[{'index': 1}],/,Best Data Scinece and AI Courses in Canada | WeCloudData
1020231937.1593004,1593554936,mobile,iOS,web,2020-06-30,2020-01-05T02:47:58.967414Z,(direct),(none),Direct,(not set),(not set),weclouddata.com,/,PAGEVIEW,[{'index': 1}],/,Best Data Scinece and AI Courses in Canada | WeCloudData
1020231937.1593004,1593005505,mobile,iOS,web,2020-06-24,,,,,,,,,,,,
1020246741.1589369,1590249679,mobile,iOS,web,2020-05-23,,,,,,,,,,,,
1020246741.1589369,1590238498,mobile,iOS,web,2020-05-23,,,,,,,,,,,,
1020246741.1589369,1589904139,mobile,iOS,web,2020-05-19,2020-03-08T21:19:57.036567Z,google,cpc,Paid Search,Full-time Bootcamp,data science master canada,weclouddata.com,/courses/data-science-diploma/,PAGEVIEW,[{'index': 1}],/courses/data-science-diploma/,Best Data Science Training in Canada | Diploma Program | WeCloudData
1020246741.1589369,1589368854,mobile,iOS,web,2020-05-13,2020-03-08T17:19:18.535423Z,google,cpc,Paid Search,Full-time Bootcamp,data science master canada,weclouddata.com,/courses/data-science-diploma/,PAGEVIEW,[{'index': 1}],/courses/data-science-diploma/,Best Data Science Training in Canada | Diploma Program | WeCloudData
1020246741.1589369,1589367570,mobile,iOS,web,2020-05-13,2020-02-28T05:39:36.912326Z,google,cpc,Paid Search,Full-time Bootcamp,data science master canada,weclouddata.com,/courses/data-science-diploma/,PAGEVIEW,[{'index': 1}],/courses/data-science-diploma/,Best Data Science Training in Canada | Diploma Program | WeCloudData
1022634905.1595604,1596213985,mobile,Android,web,2020-07-31,2020-01-11T05:17:05.309282Z,(direct),(none),Direct,(not set),(not set),weclouddata.com,/learning-paths/,PAGEVIEW,[{'index': 1}],/learning-paths/,Learning Paths - WeCloudData
1022634905.1595604,1596177478,mobile,Android,web,2020-07-31,,,,,,,,,,,,
1022634905.1595604,1595605253,mobile,Android,web,2020-07-24,2020-01-10T04:55:53.193718Z,(direct),(none),Direct,(not set),(not set),weclouddata.com,/,PAGEVIEW,[{'index': 1}],/,Best Data Scinece and AI Courses in Canada | WeCloudData
1026763511.1585962,1589958212,mobile,Android,web,2020-05-20,2020-01-10T01:38:50.414044Z,(direct),(none),Direct,(not set),(not set),weclouddata.com,/,PAGEVIEW,[{'index': 1}],/,Best Data Scinece and AI Courses in Canada | WeCloudData
1026763511.1585962,1588602817,mobile,Android,web,2020-05-04,,,,,,,,,,,,
1026763511.1585962,1588602815,mobile,Android,web,2020-05-04,2020-04-03T00:51:40.136677Z,google,cpc,Paid Search,pt_dsf_Python,learn to use python,weclouddata.com,/courses/python-foundations/,PAGEVIEW,[{'index': 1}],/courses/python-foundations/,Python Foundations - Online Live Classroom - WeCloudData
1026763511.1585962,1588544100,mobile,Android,web,2020-05-03,2020-04-03T00:41:53.127875Z,google,cpc,Paid Search,pt_dsf_Python,learn python scripting,weclouddata.com,/courses/python-foundations/,PAGEVIEW,[{'index': 1}],/courses/python-foundations/,Python Foundations - Online Live Classroom - WeCloudData
1026882984.1594424,1596644358,desktop,Windows,web,2020-08-05,2020-04-03T00:37:13.223529Z,google,cpc,Paid Search,pt_dsf_Python,python code examples for beginners,weclouddata.com,/courses/python-foundations/,PAGEVIEW,[{'index': 1}],/courses/python-foundations/,Python Foundations - Online Live Classroom - WeCloudData
1026882984.1594424,1596134144,desktop,Windows,web,2020-07-30,2020-04-17T07:23:17.429990Z,google,cpc,Paid Search,ds_bootcamp_042020,computer science in engineering,weclouddata.com,/courses/data-science-diploma/,PAGEVIEW,[{'index': 1}],/courses/data-science-diploma/,Best Data Science Bootcamp in Canada | Diploma Program | WeCloudData
1026882984.1594424,1595868892,desktop,Windows,web,2020-07-27,2020-04-16T07:25:30.735508Z,google,cpc,Paid Search,ds_bootcamp_042020,computer science in engineering,weclouddata.com,/courses/data-science-diploma/,PAGEVIEW,[{'index': 1}],/courses/data-science-diploma/,Best Data Science Bootcamp in Canada | Diploma Program | WeCloudData
1026882984.1594424,1595862795,desktop,Windows,web,2020-07-27,2020-04-16T04:45:08.795886Z,google,cpc,Paid Search,ds_bootcamp_042020,computer science in engineering,weclouddata.com,/courses/data-science-diploma/,PAGEVIEW,[{'index': 1}],/courses/data-science-diploma/,Best Data Science Bootcamp in Canada | Diploma Program | WeCloudData
1026882984.1594424,1594566786,desktop,Windows,web,2020-07-12,,,,,,,,,,,,
1026882984.1594424,1594425374,desktop,Windows,web,2020-07-10,,,,,,,,,,,,
1027583730.1596584,1596769642,desktop,Macintosh,web,2020-08-06,,,,,,,,,,,,
1027583730.1596584,1596752186,desktop,Macintosh,web,2020-08-06,,,,,,,,,,,,
1027583730.1596584,1596746888,desktop,Macintosh,web,2020-08-06,2020-02-23T04:02:22.686071Z,google,organic,Organic Search,(not set),(not provided),weclouddata.com,/courses/data-science-with-python/,PAGEVIEW,[{'index': 1}],/courses/data-science-with-python/,Data Science Course | Python | WeCloudData Toronto
1027583730.1596584,1596741016,desktop,Macintosh,web,2020-08-06,,,,,,,,,,,,
1027583730.1596584,1596675620,desktop,Macintosh,web,2020-08-05,2020-01-28T15:21:17.636943Z,google,organic,Organic Search,(not set),(not provided),weclouddata.com,/courses/python-foundations/,PAGEVIEW,[{'index': 1}],/courses/python-foundations/,Python Foundations - WeCloudData
1027583730.1596584,1596671985,desktop,Macintosh,web,2020-08-05,2020-01-19T00:22:39.046441Z,google,organic,Organic Search,(not set),(not provided),weclouddata.com,/courses/python-foundations/,PAGEVIEW,[{'index': 1}],/courses/python-foundations/,Python Foundations - WeCloudData
1027583730.1596584,1596651442,desktop,Macintosh,web,2020-08-05,,,,,,,,,,,,
1027583730.1596584,1596585034,desktop,Macintosh,web,2020-08-04,2020-01-09T13:06:26.062256Z,google,organic,Organic Search,(not set),(not provided),weclouddata.com,/courses/applied-deep-learning/,PAGEVIEW,[{'index': 1}],/courses/applied-deep-learning/,Applied Deep Learning - WeCloudData
1030051070.1595168,1595177918,desktop,Windows,web,2020-07-19,,,,,,,,,,,,
1030051070.1595168,1595172149,desktop,Windows,web,2020-07-19,,,,,,,,,,,,
1030051070.1595168,1595168385,desktop,Windows,web,2020-07-19,2020-01-07T16:19:52.477503Z,google,organic,Organic Search,(not set),(not provided),weclouddata.com,/courses/python-foundations/,PAGEVIEW,[{'index': 1}],/courses/python-foundations/,Python Foundations - WeCloudData
1030247387.1588717,1591739208,desktop,Windows,web,2020-06-09,,,,,,,,,,,,
1030247387.1588717,1591160897,desktop,Windows,web,2020-06-03,,,,,,,,,,,,
1030247387.1588717,1589016110,desktop,Windows,web,2020-05-09,,,,,,,,,,,,
1030247387.1588717,1588889367,desktop,Windows,web,2020-05-07,,,,,,,,,,,,
1030247387.1588717,1588718303,desktop,Windows,web,2020-05-05,2020-01-04T11:46:36.722421Z,medium.com,referral,Referral,(not set),(not set),weclouddata.com,/blog/,PAGEVIEW,[{'index': 1}],/blog/,Blog - WeCloudData
1030247387.1588717,1588717759,desktop,Windows,web,2020-05-05,2020-01-03T20:18:48.186244Z,medium.com,referral,Referral,(not set),(not set),weclouddata.com,/blog/,PAGEVIEW,[{'index': 1}],/blog/,Blog - WeCloudData
1031298757.1598456,1598474424,desktop,Macintosh,web,2020-08-26,2020-01-03T14:14:06.677706Z,medium.com,referral,Referral,(not set),(not set),weclouddata.com,/blog/,PAGEVIEW,[{'index': 1}],/blog/,Blog - WeCloudData
