URL,LastModified,Priority
https://weclouddata.com/blog/,2023-09-14,0.5
https://weclouddata.com/uncategorized/big-data-for-data-scientists-information-session-weclouddata/,2019-11-09,0.5
https://weclouddata.com/blog/consulting/consulting-case-study-real-time-data-streaming-pipeline-optimization/,2021-10-20,0.5
https://weclouddata.com/blog/consulting/consulting-case-study-e-commerce-customer-segmentation/,2021-10-20,0.5
https://weclouddata.com/blog/consulting/consulting-case-study-integrated-ai-content-search/,2021-10-20,0.5
https://weclouddata.com/blog/consulting/consulting-case-study-recommender-systems/,2021-10-20,0.5
https://weclouddata.com/blog/consulting/consulting-case-study-job-market-analysis/,2021-10-20,0.5
https://weclouddata.com/wecloud-faculty/11508/,2021-10-20,0.5
https://weclouddata.com/wecloud-faculty/views-on-data-science-education-from-a-project-manager/,2021-10-20,0.5
https://weclouddata.com/wecloud-news/toronto-institute-of-data-science-and-technology-weclouddata-launches-new-data-engineering-diploma-program/,2021-10-20,0.5
https://weclouddata.com/blog/student-blog/my-journey-towards-becoming-a-data-scientists-with-weclouddata/,2021-10-20,0.5
https://weclouddata.com/blog/student-blog/data-visualisation-in-einstein-analytics-using-stack-over-flow-data-from-redshift/,2021-10-20,0.5
https://weclouddata.com/blog/student-blog/creating-a-datawarehouse-using-amazon-redshift-for-stackoverflow-data/,2021-10-20,0.5
https://weclouddata.com/blog/student-blog/data-processing-stack-overflow-data-using-apache-spark-on-aws-emr/,2021-10-20,0.5
https://weclouddata.com/wecloud-faculty/how-weclouddata-supports-students-in-their-learning-journey/,2021-10-21,0.5
https://weclouddata.com/wecloud-faculty/4-reasons-to-choose-weclouddata/,2021-10-21,0.5
https://weclouddata.com/blog/guest-blog/introduction-to-machine-learning-in-healthcare/,2021-10-21,0.5
https://weclouddata.com/blog/student-blog/how-to-build-a-technical-design-architecture-for-an-analytics-data-pipeline/,2021-10-21,0.5
https://weclouddata.com/blog/student-blog/build-real-time-dashboard-on-amazon-webservices/,2021-10-21,0.5
https://weclouddata.com/blog/student-blog/preprocessing-criteo-dataset-for-prediction-of-click-through-rate-on-ads/,2021-10-21,0.5
https://weclouddata.com/blog/student-blog/building-an-end-to-end-analytics-pipeline-using-einstein-analytics-kinesis-spark-and-redshift/,2021-10-21,0.5
https://weclouddata.com/blog/learning-guide/looking-to-upskill-during-the-pandemic-heres-what-bootcamp-grads-have-to-say-on-covid-19-experience/,2021-10-21,0.5
https://weclouddata.com/wecloud-faculty/love-coffee-and-robots-part-1/,2021-10-21,0.5
https://weclouddata.com/blog/student-blog/data-analysis-on-twitter-data-using-dynamodb-and-hive/,2021-10-21,0.5
https://weclouddata.com/blog/student-blog/analyzing-kinesis-data-streams-of-tweets-using-kinesis-data-analytics/,2021-10-21,0.5
https://weclouddata.com/blog/student-blog/embarrassingly-parallel-model-training-on-spark-pandas-udf/,2021-10-21,0.5
https://weclouddata.com/blog/student-blog/lets-read-customer-reviews-actually-make-machine-do-it/,2021-10-21,0.5
https://weclouddata.com/blog/student-blog/live-twitter-sentiment-analysis/,2021-10-21,0.5
https://weclouddata.com/blog/student-blog/from-web-scraping-to-useful-data-frames-how-to-scrap-a-website/,2021-10-21,0.5
https://weclouddata.com/career-guide/erics-career-switch-journey-from-civil-to-data/,2021-10-21,0.5
https://weclouddata.com/blog/student-blog/student-project-building-data-pipeline-in-aws-for-retail-data/,2021-10-21,0.5
https://weclouddata.com/blog/consulting/consulting-case-study-topic-modelling-on-technician-notes/,2021-10-22,0.5
https://weclouddata.com/blog/student-blog/an-introduction-to-big-data-ml-pipeline-in-aws/,2021-10-22,0.5
https://weclouddata.com/blog/student-blog/an-introduction-to-data-pipeline-with-spark-in-aws/,2021-10-22,0.5
https://weclouddata.com/blog/student-blog/an-introduction-to-spark-and-its-behavior/,2021-10-22,0.5
https://weclouddata.com/wecloud-faculty/weclouddata-ai-project-teaser-by-rhys/,2021-10-24,0.5
https://weclouddata.com/blog/student-blog/student-project-kijiji-house-price-analysis-using-python/,2021-10-24,0.5
https://weclouddata.com/blog/student-blog/student-project-predictive-churn-modeling-using-python/,2021-10-24,0.5
https://weclouddata.com/blog/student-blog/student-project-web-scraping-fishing-ontario/,2021-10-24,0.5
https://weclouddata.com/blog/student-blog/weclouddata-student-project-nyc-taxi-data/,2021-10-24,0.5
https://weclouddata.com/blog/student-blog/weclouddata-student-project-credit-scoring-using-machine-learning/,2021-10-24,0.5
https://weclouddata.com/blog/student-blog/fraud-analytics-ml-tutorial-on-dealing-with-an-imbalanced-data-set/,2021-10-24,0.5
https://weclouddata.com/blog/student-blog/building-digital-marketing-dashboard-using-python-docker-airflow-in-google-cloud-part-2/,2021-10-24,0.5
https://weclouddata.com/blog/student-blog/building-digital-marketing-dashboard-using-python-docker-airflow-in-google-cloud/,2021-10-24,0.5
https://weclouddata.com/wecloud-faculty/interview-with-shaohua-zhang-data-scientist-and-ceo-of-weclouddata/,2021-10-24,0.5
https://weclouddata.com/blog/learning-guide/install-and-run-cockpit-on-linux-virtual-machines/,2022-02-25,0.5
https://weclouddata.com/blog/learning-guide/launch-linux-virtual-machines-with-multipass/,2022-02-28,0.5
https://weclouddata.com/blog/student-blog/student-project-building-superset-dashboard-and-pipeline-using-apache-airflow-and-google-cloud-sql/,2022-06-22,0.5
https://weclouddata.com/blog/learning-guide/data-engineering-series-2-cloud-services-and-foss-in-data-engineers-world/,2022-06-22,0.5
https://weclouddata.com/blog/learning-guide/data-engineering-series-1-10-key-tech-skills-you-need-to-become-a-competent-data-engineer/,2022-06-22,0.5
https://weclouddata.com/wecloud-faculty/data-science-tips-teaching-methodology-from-an-instructor/,2022-06-22,0.5
https://weclouddata.com/blog/consulting/consulting-case-study/,2022-06-22,0.5
https://weclouddata.com/blog/learning-guide/install-and-run-containers-on-linux-virtual-machines-lxd-lxc/,2022-10-14,0.5
https://weclouddata.com/blog/student-blog/streaming-stack-overflow-data-using-kinesis-firehose/,2022-12-21,0.5
https://weclouddata.com/blog/the-future-of-data-science/,2023-09-14,0.5
https://weclouddata.com/,2023-10-02,0.5
https://weclouddata.com/application/,2021-03-04,0.5
https://weclouddata.com/learning-paths/cloud-computing/,2021-10-12,0.5
https://weclouddata.com/contact-us/,2022-05-02,0.5
https://weclouddata.com/join-our-team/,2022-05-23,0.5
https://weclouddata.com/covid-19-safety-plan/,2022-06-22,0.5
https://weclouddata.com/about-us/,2022-06-22,0.5
https://weclouddata.com/cart/,2022-06-24,0.5
https://weclouddata.com/checkout/,2022-06-24,0.5
https://weclouddata.com/my-account/,2022-06-24,0.5
https://weclouddata.com/consulting-services/,2022-10-07,0.5
https://weclouddata.com/talent-partnership/,2022-10-07,0.5
https://weclouddata.com/corporate-training/,2023-02-22,0.5
https://weclouddata.com/learning-paths/data-science/,2023-06-13,0.5
https://weclouddata.com/learning-paths/business-intelligence/,2023-06-17,0.5
https://weclouddata.com/learning-paths/data-engineering/,2023-06-19,0.5
https://weclouddata.com/learning-paths/ml-engineering/,2023-06-19,0.5
https://weclouddata.com/learning-paths/devops/,2023-06-19,0.5
https://weclouddata.com/application-success/,2023-06-23,0.5
https://weclouddata.com/learning-paths/,2023-07-31,0.5
https://weclouddata.com/student-success/,2023-08-25,0.5
https://weclouddata.com/why-choose-weclouddata/,2023-09-11,0.5
https://weclouddata.com/course-picker/,2023-09-21,0.5
https://weclouddata.com/terms-and-conditions/,2023-10-02,0.5
https://weclouddata.com/kpi/,2023-10-02,0.5
https://weclouddata.com/shop/,2023-10-12,0.5
https://weclouddata.com/product/sql-fundamentals-east-2023/,2023-04-12,0.5
https://weclouddata.com/product/free-sql-course-enrol-anytime/,2023-07-01,0.5
https://weclouddata.com/product/free-python-course-enrol-anytime/,2023-07-01,0.5
https://weclouddata.com/product/real-data-science-project-enrol-anytime/,2023-07-02,0.5
https://weclouddata.com/product/real-data-analytics-project-course-enrol-anytime/,2023-07-02,0.5
https://weclouddata.com/product/real-data-engineer-project-course-enrol-anytime/,2023-07-02,0.5
https://weclouddata.com/product/real-ai-project-course-enrol-anytime/,2023-07-02,0.5
https://weclouddata.com/product/real-devops-project-course-enrol-anytime/,2023-07-02,0.5
https://weclouddata.com/product/data-engineering-bootcamp-west-october-2023/,2023-08-14,0.5
https://weclouddata.com/product/data-engineering-bootcamp-east-october-2023/,2023-08-14,0.5
https://weclouddata.com/product/ml-engineering-bootcamp-west-september/,2023-09-19,0.5
https://weclouddata.com/product/ml-engineering-bootcamp-east-september/,2023-09-19,0.5
https://weclouddata.com/product/data-science-bootcamp-full-time-west-jan-2024/,2023-09-19,0.5
https://weclouddata.com/product/data-science-bootcamp-pt-east-november-2023/,2023-09-19,0.5
https://weclouddata.com/product/data-science-bootcamp-pt-west-november-2023/,2023-09-19,0.5
